111.0864583 42.1501667
111.2728750 41.4271667
0.68410 -53.74819
111.8238750 43.7848889
0.68955 -32.22654
112.2214167 41.3078056
0.72683 -34.23488
0.76682 -54.24486
112.8550000 36.7753333
0.77202 -42.17820
112.8600833 35.9589167
0.85799 -53.32986
112.9066667 43.4980000
0.85997 -65.19652
113.0999167 40.2125000
0.95440 -43.61821
113.7400417 41.7405278
0.99163 -44.52988
1.00317 -51.39320
114.1325833 38.5161944
1.04435 -52.85654
114.1771250 29.3048889
1.06127 -50.64654
114.4429167 46.9517778
1.12811 -47.03155
114.4736667 29.8508056
1.16563 -45.62822
114.8742083 48.0836667
1.21373 -54.48488
114.9245000 45.9126111
1.21955 -45.48656
115.0115417 30.8828056
115.0551250 29.9148889
1.26833 -50.83489
115.0755000 28.4643056
1.29078 -40.60490
115.2902917 40.9990000
1.37200 -50.26990
115.3004583 47.4560833
1.37602 -50.80990
115.3272500 34.2299167
1.45104 -62.11990
115.4169583 47.6880278
1.49482 -36.13659
115.5154167 22.9003056
1.54265 -46.80492
115.5690417 48.9899444
1.71088 -35.23328
115.6097500 22.3483333
1.71108 -52.20160
115.6770417 22.7146111
1.74463 -50.83827
115.9597500 49.6141944
1.85100 -54.51995
116.0979583 44.5277500
116.2188750 37.6479722
1.97031 -44.29831
116.2802083 46.0724167
2.03252 -44.26498
116.3935000 30.3721944
116.5167500 25.6218889
2.07607 -59.51498
116.6372083 31.0226944
2.12779 -44.61666
116.9989167 19.0945278
117.0105417 18.8154444
2.24185 -37.32836
117.0298333 22.6244722
117.0369583 32.8260278
2.57775 -57.11006
117.1064583 17.1746389
2.61224 -46.41341
117.1842917 52.2249167
2.65133 -51.51342
117.2011667 29.8358611
2.66480 -56.80175
117.2870417 18.1230833
2.67097 -59.69508
117.4671667 33.4354722
2.68657 -47.07509
117.4747917 51.4032500
2.71993 -35.13011
117.5000833 30.0249444
117.5895000 33.8849444
2.74066 -35.21012
117.7050417 41.1474444
2.74066 -35.21012
117.7206667 21.3619722
2.80345 -33.58013
117.7342500 48.3127778
2.79950 -59.15344
117.7524583 36.7172222
2.85079 -56.95679
117.7556250 23.2090833
2.90398 -57.71846
117.8678333 33.7484167
2.92672 -47.59848
117.9114167 30.4075833
3.24988 -47.78355
117.9745417 19.7483889
118.0010417 16.5637500
3.31529 -49.34190
118.0355833 14.9856944
3.39667 -35.36860
118.0532083 28.7725556
3.43135 -41.59027
118.0825417 17.7028889
3.61348 -42.39032
118.1430417 29.3471667
118.1463750 24.8090556
118.1536250 52.4061389
118.1719583 52.5634722
118.2301250 15.1401389
3.82235 -57.24370
118.2601250 16.8929167
3.83038 -57.47537
118.2872083 50.1306667
118.3239583 27.4607222
3.87026 -43.11206
118.5525417 52.4679444
3.88897 -56.79372
118.6036667 39.3715278
118.6345000 43.6418333
4.04468 -34.82379
4.08466 -37.94547
118.8554167 39.1861389
4.41996 -61.72889
118.9173750 33.7060278
4.48064 -47.92892
119.0756250 49.7259444
119.3308750 39.3317778
4.88169 -48.99574
119.4342917 40.0221944
4.91681 -51.26742
119.7095417 9.5891111
4.95014 -34.47245
119.7100833 36.7957778
5.05880 -39.92248
119.8613750 40.2650278
119.9047917 28.5385556
5.28768 -44.46757
119.9171667 15.3868056
5.28623 -50.49090
119.9737083 55.3748611
5.66108 -48.58107
5.66502 -60.60606
120.0502917 55.3699444
120.0831667 10.8892778
5.80956 -34.76782
120.1062500 47.9347222
5.82735 -43.82781
120.1937083 47.1766944
120.2230000 34.7210556
5.96498 -56.89121
120.2830833 29.1480833
6.03128 -56.81290
120.2973333 48.9085278
6.40284 -57.18976
6.43003 -58.15310
120.5766667 24.3610278
6.45418 -62.32978
120.7652500 36.5415833
6.51333 -42.11649
120.7864167 24.6564167
6.59109 -53.38152
120.9966667 23.7556944
6.62459 -60.05654
120.9977083 24.0424167
6.62188 -62.94154
6.72123 -26.04162
121.0548750 55.3976944
6.78824 -40.98331
121.0964167 43.5825833
6.78824 -40.98331
121.2175833 25.7620556
6.78358 -59.13163
121.2188750 42.6045833
121.2315000 56.4791944
7.08589 -49.07680
121.2723750 40.1745556
7.19022 -32.40521
121.3087500 36.8285833
121.3597917 55.5926111
121.3671667 35.9466944
121.5307917 52.7911944
7.53509 -36.88041
7.49945 -62.04038
121.6842083 6.7890000
7.61961 -52.25379
121.6858333 9.0110278
7.66011 -31.83216
121.7627500 45.6763889
7.72362 -56.43718
121.8468750 5.6566944
7.75617 -35.81222
121.8785417 6.7538611
7.80055 -50.48557
122.0609583 16.3691111
7.85579 -49.58894
122.0845000 39.0236389
8.06157 -41.38241
122.0887500 7.2868333
8.08742 -36.71576
122.1276667 19.2085000
8.09797 -42.17243
122.1362500 46.5979722
122.2324583 44.8827500
8.40533 -52.80263
122.2718333 55.4424444
8.45755 -53.63100
122.2735417 26.1441667
8.55821 -21.44110
122.3730417 34.5946944
8.58399 -47.62276
122.5282917 5.2649722
122.6715833 46.6466944
8.65165 -55.78947
122.7091250 48.2923333
8.76761 -37.32123
122.7563333 26.0143889
8.80470 -37.55792
122.7844583 8.8514167
122.7956250 18.5675278
8.82551 -44.08127
122.8047083 28.6523611
123.0313750 52.7415278
9.04683 -32.57477
123.1079583 34.4590278
9.01867 -56.28974
123.2107083 57.9215278
9.24525 -29.47825
123.2140833 46.1992778
123.2355417 31.6047222
9.29657 -50.14161
123.2469583 25.6176389
123.3575000 25.1269722
9.39729 -22.54838
123.3800000 50.7315833
9.42358 -33.71672
123.4412083 22.6118333
9.45583 -26.64842
123.5590000 21.3554722
9.49977 -52.12677
123.5711667 46.0103333
9.53737 -55.64513
123.6145417 12.3782222
9.62123 -46.99687
123.6865417 58.2798611
9.69975 -38.81693
123.7852083 29.9064722
9.76504 -52.00698
9.94603 -50.61046
123.8068750 46.7204167
10.01692 -30.59720
123.8645833 40.8252500
9.99281 -52.00383
123.8734583 45.6342222
10.07412 -50.76556
123.9591250 47.9527500
10.13287 -45.98561
124.0200417 23.1340278
10.12998 -55.27395
10.22481 -30.46070
124.0620417 57.7093333
124.0924167 45.7910000
10.34574 -45.16246
124.1023750 2.4307778
124.1073333 20.6530000
10.49282 -38.59426
124.2927500 15.9159722
10.49001 -47.90592
124.3105833 15.2831111
10.54641 -50.73097
124.3116667 37.0309167
10.56760 -50.50932
124.3236250 31.8435000
10.63260 -42.24104
124.4287500 20.2600556
10.77169 -56.61283
124.5968333 8.7885833
10.84154 -55.32789
124.6814167 47.0491667
124.8090417 4.1678056
124.8547083 55.0972222
11.24367 -48.22326
124.9571667 33.0935833
11.38875 -26.56507
127.5486667 -1.2702778
11.54013 -55.56854
125.0256667 7.8463611
11.76477 -48.71875
125.0450833 21.0689722
11.77488 -47.88876
125.0985833 21.1314722
11.76510 -52.05042
125.1567083 15.4945000
11.79285 -55.46211
125.1767083 54.1265556
125.1805000 18.0411389
11.91412 -42.45390
125.2147917 7.5071111
11.90486 -55.36722
125.2190000 41.1598889
12.08991 -47.87407
